wodUrl,wodName,scoreDate,is_rx,notes,time_seconds,reps,load,rounds_completed,partial_reps
https://wodwell.com/wod/shuttle-up/,Shuttle Up,1694156400000,1,Tried RX with bar muscleups and managed full 7 rounds. I love this wod so much. Will be practicing more.,,,,7,0
https://wodwell.com/wod/shuttle-up/,Shuttle Up,1693810800000,,Strict pull-ups instead of muscle-ups. The shuttle runs accumulate reaaaaally quick. 8 rounds plus 7 shuttle sprints on the 9th round. Liked this one so much I rested 5 mins and did the same thing but with wall walks! Let’s call it “shuttle up and down” 2 wall walks shy of 7 rounds.,,,,8,7
https://wodwell.com/wod/tabata-something-else/,Tabata Something Else,1690354800000,1,Could have probably bumped squats on more sets but didn't wanna kill legs coz tonight is “Brooklyn mile” training on the track 🫠,,332,,,
https://wodwell.com/wod/tabata-this/,Tabata This!,1725692400000,1,"10 pull-ups
7 pushups (fucked up by staring at 12)
9 sit-ups
6 row
13 squats",,45,,,
https://wodwell.com/wod/the-seven/,The Seven,1695452400000,,"85 thruster, 135 dl, 24kg swings.
Dropped the weights a lot to get some conditioning in. Tried to just take it easy but constantly move. Felt like HR was at 90-95% the entire time so… not great. Thrusters are terrible as usual, HSP are easy as usual, overall cardio is dead as usual. At least kipping pull-ups finally feel seamless. Need to work on efficiency in thrusters, especially when paired with other shoulder stuff (holding the bar in your hands won’t get your far).
Was brave/stupid enough to do this after my main weightlifting workout — 3sec paused squats at 8RPE (265x2 tho!) + 5x3 snatches @70% + 5x2+1 c+j @70%
yeah…",1555,,,,
https://wodwell.com/wod/whitten/,Whitten,1675670400000,1,,3170,,,,
https://wodwell.com/wod/loredo/,Loredo,1744675200000,1,Basically hyrox :),1873,,,,
https://wodwell.com/wod/megan/,Megan,1745107200000,1,Almost unbroken. Gotta try that next time.,413,,,,
https://wodwell.com/wod/randy/,Randy,1745366400000,1,,378,,,,
https://wodwell.com/wod/fat-amy/,Fat Amy,1745625600000,1,Fun!,1144,,,,
https://wodwell.com/wod/jay/,Jay,1746057600000,1,7+28,,329,,,
